number,id,topic,format,category,image,source,script_seconds
462,study-rag-prototype-to-production--decisions,RAG: From Prototype to a Defensible System,Practice Decisions,AI and Machine Learning,images/study-rag-prototype-to-production--decisions.png,svg/study-rag-prototype-to-production--decisions.svg,41
463,study-rag-prototype-to-production--incident,RAG: From Prototype to a Defensible System,Pitfalls and Checks,AI and Machine Learning,images/study-rag-prototype-to-production--incident.png,svg/study-rag-prototype-to-production--incident.svg,31
464,study-rag-prototype-to-production--metrics,RAG: From Prototype to a Defensible System,Readiness Signals,AI and Machine Learning,images/study-rag-prototype-to-production--metrics.png,svg/study-rag-prototype-to-production--metrics.svg,34
465,study-rag-prototype-to-production--lab,RAG: From Prototype to a Defensible System,Build and Validate,AI and Machine Learning,images/study-rag-prototype-to-production--lab.png,svg/study-rag-prototype-to-production--lab.svg,51
466,study-vector-search-hybrid-retrieval--roadmap,"Embeddings, Vector Search, and Hybrid Retrieval",Learning Roadmap,AI and Machine Learning,images/study-vector-search-hybrid-retrieval--roadmap.png,svg/study-vector-search-hybrid-retrieval--roadmap.svg,52
467,study-vector-search-hybrid-retrieval--decisions,"Embeddings, Vector Search, and Hybrid Retrieval",Practice Decisions,AI and Machine Learning,images/study-vector-search-hybrid-retrieval--decisions.png,svg/study-vector-search-hybrid-retrieval--decisions.svg,41
468,study-vector-search-hybrid-retrieval--incident,"Embeddings, Vector Search, and Hybrid Retrieval",Pitfalls and Checks,AI and Machine Learning,images/study-vector-search-hybrid-retrieval--incident.png,svg/study-vector-search-hybrid-retrieval--incident.svg,33
469,study-vector-search-hybrid-retrieval--metrics,"Embeddings, Vector Search, and Hybrid Retrieval",Readiness Signals,AI and Machine Learning,images/study-vector-search-hybrid-retrieval--metrics.png,svg/study-vector-search-hybrid-retrieval--metrics.svg,35
470,study-vector-search-hybrid-retrieval--lab,"Embeddings, Vector Search, and Hybrid Retrieval",Build and Validate,AI and Machine Learning,images/study-vector-search-hybrid-retrieval--lab.png,svg/study-vector-search-hybrid-retrieval--lab.svg,44
471,study-llm-agents-tools-safety--roadmap,"LLM Agents, Tools, and Controlled Execution",Learning Roadmap,AI and Machine Learning,images/study-llm-agents-tools-safety--roadmap.png,svg/study-llm-agents-tools-safety--roadmap.svg,63
472,study-llm-agents-tools-safety--decisions,"LLM Agents, Tools, and Controlled Execution",Practice Decisions,AI and Machine Learning,images/study-llm-agents-tools-safety--decisions.png,svg/study-llm-agents-tools-safety--decisions.svg,52
473,study-llm-agents-tools-safety--incident,"LLM Agents, Tools, and Controlled Execution",Pitfalls and Checks,AI and Machine Learning,images/study-llm-agents-tools-safety--incident.png,svg/study-llm-agents-tools-safety--incident.svg,35
474,study-llm-agents-tools-safety--metrics,"LLM Agents, Tools, and Controlled Execution",Readiness Signals,AI and Machine Learning,images/study-llm-agents-tools-safety--metrics.png,svg/study-llm-agents-tools-safety--metrics.svg,37
475,study-llm-agents-tools-safety--lab,"LLM Agents, Tools, and Controlled Execution",Build and Validate,AI and Machine Learning,images/study-llm-agents-tools-safety--lab.png,svg/study-llm-agents-tools-safety--lab.svg,46
476,study-ml-system-design-mlops--roadmap,ML System Design and MLOps Foundations,Learning Roadmap,AI and Machine Learning,images/study-ml-system-design-mlops--roadmap.png,svg/study-ml-system-design-mlops--roadmap.svg,50
477,study-ml-system-design-mlops--decisions,ML System Design and MLOps Foundations,Practice Decisions,AI and Machine Learning,images/study-ml-system-design-mlops--decisions.png,svg/study-ml-system-design-mlops--decisions.svg,41
478,study-ml-system-design-mlops--incident,ML System Design and MLOps Foundations,Pitfalls and Checks,AI and Machine Learning,images/study-ml-system-design-mlops--incident.png,svg/study-ml-system-design-mlops--incident.svg,30
479,study-ml-system-design-mlops--metrics,ML System Design and MLOps Foundations,Readiness Signals,AI and Machine Learning,images/study-ml-system-design-mlops--metrics.png,svg/study-ml-system-design-mlops--metrics.svg,31
480,study-ml-system-design-mlops--lab,ML System Design and MLOps Foundations,Build and Validate,AI and Machine Learning,images/study-ml-system-design-mlops--lab.png,svg/study-ml-system-design-mlops--lab.svg,39
481,study-sql-analytics-interview-practice--roadmap,SQL and Analytics Interview Practice,Learning Roadmap,Practical Engineering,images/study-sql-analytics-interview-practice--roadmap.png,svg/study-sql-analytics-interview-practice--roadmap.svg,53
482,study-sql-analytics-interview-practice--decisions,SQL and Analytics Interview Practice,Practice Decisions,Practical Engineering,images/study-sql-analytics-interview-practice--decisions.png,svg/study-sql-analytics-interview-practice--decisions.svg,51
483,study-sql-analytics-interview-practice--incident,SQL and Analytics Interview Practice,Pitfalls and Checks,Practical Engineering,images/study-sql-analytics-interview-practice--incident.png,svg/study-sql-analytics-interview-practice--incident.svg,36
484,study-sql-analytics-interview-practice--metrics,SQL and Analytics Interview Practice,Readiness Signals,Practical Engineering,images/study-sql-analytics-interview-practice--metrics.png,svg/study-sql-analytics-interview-practice--metrics.svg,41
485,study-sql-analytics-interview-practice--lab,SQL and Analytics Interview Practice,Build and Validate,Practical Engineering,images/study-sql-analytics-interview-practice--lab.png,svg/study-sql-analytics-interview-practice--lab.svg,51
486,study-backend-project-four-week-plan--roadmap,Build an Interview-Ready Backend Project,Learning Roadmap,Practical Engineering,images/study-backend-project-four-week-plan--roadmap.png,svg/study-backend-project-four-week-plan--roadmap.svg,54
487,study-backend-project-four-week-plan--decisions,Build an Interview-Ready Backend Project,Practice Decisions,Practical Engineering,images/study-backend-project-four-week-plan--decisions.png,svg/study-backend-project-four-week-plan--decisions.svg,45
488,study-backend-project-four-week-plan--incident,Build an Interview-Ready Backend Project,Pitfalls and Checks,Practical Engineering,images/study-backend-project-four-week-plan--incident.png,svg/study-backend-project-four-week-plan--incident.svg,32
489,study-backend-project-four-week-plan--metrics,Build an Interview-Ready Backend Project,Readiness Signals,Practical Engineering,images/study-backend-project-four-week-plan--metrics.png,svg/study-backend-project-four-week-plan--metrics.svg,34
490,study-backend-project-four-week-plan--lab,Build an Interview-Ready Backend Project,Build and Validate,Practical Engineering,images/study-backend-project-four-week-plan--lab.png,svg/study-backend-project-four-week-plan--lab.svg,46
491,study-technical-communication-documentation--roadmap,Explain Technical Work Clearly,Learning Roadmap,Practical Engineering,images/study-technical-communication-documentation--roadmap.png,svg/study-technical-communication-documentation--roadmap.svg,59
492,study-technical-communication-documentation--decisions,Explain Technical Work Clearly,Practice Decisions,Practical Engineering,images/study-technical-communication-documentation--decisions.png,svg/study-technical-communication-documentation--decisions.svg,51
493,study-technical-communication-documentation--incident,Explain Technical Work Clearly,Pitfalls and Checks,Practical Engineering,images/study-technical-communication-documentation--incident.png,svg/study-technical-communication-documentation--incident.svg,36
494,study-technical-communication-documentation--metrics,Explain Technical Work Clearly,Readiness Signals,Practical Engineering,images/study-technical-communication-documentation--metrics.png,svg/study-technical-communication-documentation--metrics.svg,37
495,study-technical-communication-documentation--lab,Explain Technical Work Clearly,Build and Validate,Practical Engineering,images/study-technical-communication-documentation--lab.png,svg/study-technical-communication-documentation--lab.svg,45
496,study-sustainable-study-system--roadmap,Build a Sustainable Engineering Study System,Learning Roadmap,Practical Engineering,images/study-sustainable-study-system--roadmap.png,svg/study-sustainable-study-system--roadmap.svg,59
497,study-sustainable-study-system--decisions,Build a Sustainable Engineering Study System,Practice Decisions,Practical Engineering,images/study-sustainable-study-system--decisions.png,svg/study-sustainable-study-system--decisions.svg,53
498,study-sustainable-study-system--incident,Build a Sustainable Engineering Study System,Pitfalls and Checks,Practical Engineering,images/study-sustainable-study-system--incident.png,svg/study-sustainable-study-system--incident.svg,34
499,study-sustainable-study-system--metrics,Build a Sustainable Engineering Study System,Readiness Signals,Practical Engineering,images/study-sustainable-study-system--metrics.png,svg/study-sustainable-study-system--metrics.svg,34
500,study-sustainable-study-system--lab,Build a Sustainable Engineering Study System,Build and Validate,Practical Engineering,images/study-sustainable-study-system--lab.png,svg/study-sustainable-study-system--lab.svg,54
